id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,url_user,place
ChZDSUhNMG9nS0VJQ0FnSURVbVlhT0ZBEAE,"Naik kapal dari benteng kuto besak dengan tarif sekitar 200rb per kapal. Perjalanan dengan speed boat sekitar setengah jam. Pulaunya sendiri berisi pagoda yang tertutup dan tidak bisa dinaiki. Juga ada beberapa bangunan nuansa Tionghoa. Pengunjung bis menyewa sepeda untuk mengelili pulau, bisa juga cuma duduk minum kelapa muda sambil menikmati suasana.",4 years ago,2023-12-09 15:18:21,5,mandewi,338,https://www.google.com/maps/contrib/107676821146100064497/reviews?hl=en,pulau kemaro
ChZDSUhNMG9nS0VJQ0FnSUNzbWRiT05BEAE,"Pulau Kemaro adalah salah satu tempat wisata di kota palembang . Disini terdapat kelenteng kelenteng dan pagoda sebagai tempat sembahyang umat buddha. Dikelilingj oleh sungau Musi sebagai icon kota palembang. Disini selalu diadakab event tahunan, yaitu Cap Go Meh, biasanya setelah  15 hari  perayaan SinCia selesai. Event 3 hari Cap Go Meh, selalu ramai dan banyak turis luar maupun lokal yang berkunjung. Oh ya, Sekarang adalah perayaan Cap Go Meh 2020. Go Traveler Go!!!!",3 years ago,2023-12-09 15:18:21,5,Yakup Toni,429,https://www.google.com/maps/contrib/116956504968717895950/reviews?hl=en,pulau kemaro
ChdDSUhNMG9nS0VJQ0FnSUNockpTQjlRRRAB,Bhineka tunggal ika..datang semata mata rekreasi.jgn kita saling menghina adat dan budaya..gong xi fat cay.kemaro island.wakil palembang utk nasional dan international,10 months ago,2023-12-09 15:18:21,3,Hallatu 46.,63,https://www.google.com/maps/contrib/102088905761413730313/reviews?hl=en,pulau kemaro
ChdDSUhNMG9nS0VJQ0FnSUNDMUttRGlRRRAB,"Tempat yang wajib dikunjungi saat ke kota Palembang, disarankan berkunjung lebih awal agar dapat meninggalkan lokasi wisata sebelum jam 16.00 untuk mempermudah akses transportasi air dan transportasi darat saat pulang.",3 years ago,2023-12-09 15:18:21,4,Cak Hen,0,https://www.google.com/maps/contrib/105936279536324052953/reviews?hl=en,pulau kemaro
ChdDSUhNMG9nS0VJQ0FnSURvLTdtbHFRRRAB,"The one of tourism places in Palembang. Kemaro island is a historical island you see here. There's a big pagoda and it's so beautiful, the statue of pandas. And you can see the story of kamaro island itself. Don't worry if you feel hungry here, you can find food easily and coconut too, it's favourite. To see the view and drinking coconut, it's the best. You never been in palembang if you never come to kemaro island. So choose your boat and see this beautiful island.",4 years ago,2023-12-09 15:18:21,5,indah sari ramadhani,45,https://www.google.com/maps/contrib/109139131656715642476/reviews?hl=en,pulau kemaro
ChZDSUhNMG9nS0VJQ0FnSUNSMWJHeGRnEAE,"Pulau Kemaro di Palembang adalah tujuan wisata yang menarik karena keindahan alamnya dan nilai sejarahnya. Pulau ini terletak di tengah Sungai Musi dan memiliki keunikan yaitu adanya Pagoda Cina yang menjadi simbol persahabatan antara etnis Tionghoa dan Melayu. Pengunjung dapat menikmati keindahan alam sungai sambil menikmati kuliner khas Palembang yang tersedia di sekitar pulau. Namun, perlu diingat bahwa ketersediaan fasilitas dan kebersihan pulau masih perlu ditingkatkan.",8 months ago,2023-12-09 15:18:21,4,Firmadi Libra,148,https://www.google.com/maps/contrib/107430939666759430208/reviews?hl=en,pulau kemaro
ChZDSUhNMG9nS0VJQ0FnSUNhaUpmclN3EAE,"Untuk sampai di Pulau Kemaro, pengunjung bisa menyewa kapal kecil (Biasanya tersedia di sekitar Benteng Kuto Besak). Main attractionnya pagoda besar yang terletak di tengah pulau. Ada juga bangunan-bangunan lain, seperti klenteng di bagian depan. Pengunjung bisa makan dan minum(saya lihat yang dijual mie instan, dogan, dan beberapa snack ringan), dan juga membeli souvenir. Ada pula mbak-mbak yang menawarkan jasa foto langsung jadi.  Namun, sangat disayangkan, sampah bekas pengunjung masih banyak berserakan di sekitar area pulau. Kondisi toiletnya pun sama (jadi harap dipikir-pikir dulu jika anda ingin makan dan minum disini). Dan bagi pengunjung muslim, melaksanakan ibadah salat dilakukan sebelum/sesudah berkunjung karena didekat sini tidak ada mushola",2 years ago,2023-12-09 15:18:28,3,Qanitah Syakirah,14,https://www.google.com/maps/contrib/110368868843252128748/reviews?hl=en,pulau kemaro
ChZDSUhNMG9nS0VJQ0FnSUR1OG9fQWN3EAE,"Salah satu objek wisata yang patut dikunjungi apabila ke Palembang, terletak ditengah sungai musi",a year ago,2023-12-09 15:18:28,5,Suwandono,151,https://www.google.com/maps/contrib/103199100246329206746/reviews?hl=en,pulau kemaro
ChZDSUhNMG9nS0VJQ0FnSUNRNEpPMEt3EAE,"Pulau kecil yang mempesona, unik. Ada klenteng dan pagoda di dekat dermaga. Sayangnya yang bisa dieksplorasi pengunjung hanya secuil di ujung pulau, padahal masih luas lagi bagian pulau yang bisa dinikmati.",6 years ago,2023-12-09 15:18:28,4,bungeko ꦲꦏ,339,https://www.google.com/maps/contrib/112125813827047087043/reviews?hl=en,pulau kemaro
ChZDSUhNMG9nS0VJQ0FnSURPMEtIdmFBEAE,Naik perahu ketek dari dekat Ampera. Sistemnya sewa ketek 150 K. Speedboat 300 K. Ditunggu selama 1 jam d Sana.,a year ago,2023-12-09 15:18:28,4,Rika Mutiara,247,https://www.google.com/maps/contrib/106635242795369292648/reviews?hl=en,pulau kemaro
ChdDSUhNMG9nS0VJQ0FnSUNBcHJHSHN3RRAB,"Pulau kemaro identik dengan interior chinese, destinasi wisata palembang yg wajib dikunjungi kalau lg traveling kesini, kalian bs naik speedboat yg seru abis, untuk tarif nya 1 kapal 150 rb, untuk 8 orng kalian harus pinter nawar ya. Soalnya ini dapat murah karna nawarnya pakai bahasa palembang hehhe",5 years ago,2023-12-09 15:18:28,5,nanda annisa,21,https://www.google.com/maps/contrib/105774675253146597440/reviews?hl=en,pulau kemaro
ChdDSUhNMG9nS0VJQ0FnSUNXdXNUTS1RRRAB,Sangat cocok untuk tempat ibadah dan spot foto. Tenang sekali,a year ago,2023-12-09 15:18:28,5,Enjelisa Dmk,26,https://www.google.com/maps/contrib/110287614550224005237/reviews?hl=en,pulau kemaro
ChZDSUhNMG9nS0VJQ0FnSUNLLXBfT0F3EAE,Salah satu tempat yg punya nilai sejarah. Tempat peribatan yg jd salah satu tujuan wisata rohani umat budha yg rame tiap tahunnya. Tempatnya sejuk krn banyak pohon2 besar berusia tua. Menara pagoda yg semakin cantik. Menuju kesana bisa lewat Benteng Kuto Besak sewa perahu ketek atau melalui pelabuhan GUI pusri dg jarak tempuh yg lbh singkat dan ongkos perahu yg lebih murah. Masih dlm perbaikan fasilitas dr tahun ke tahunnya. Tp lumayanlah buat alternatif jalan2 tujuan wisata di Palembang.. panjang yaaaak ulasannya.. 😃😁🤗,2 years ago,2023-12-09 15:18:28,4,Sari Anggraini,49,https://www.google.com/maps/contrib/113439443456914321174/reviews?hl=en,pulau kemaro
ChdDSUhNMG9nS0VJQ0FnSUQyNUlIa2lBRRAB,"Dari Riversside naik perahu ketek menyebrang ke pulau Kemaro, pulau kecil di tengah sungai Musi. Tempatnya sejuk. 👍 …",a year ago,2023-12-09 15:18:28,4,Thamrin Yusuf,102,https://www.google.com/maps/contrib/116561820339809771220/reviews?hl=en,pulau kemaro
ChZDSUhNMG9nS0VJQ0FnSUNHd2JlZGN3EAE,"TEMPAT SAKRAL yg di jadikan salah satu cagar budaya di palembang,ke tempat ini kita harus menggunakan perahu atau kapal kecil karena letaknya di tengah sungai besar.asiknya saat kita menaiki perahu kecil atau orng palembang menyebutnya ketek,SANGAT menegangkan lebih lengkapnya ada di Youtube JOHNCAKURA",2 years ago,2023-12-09 15:18:28,5,Johncakura “Chanel”,151,https://www.google.com/maps/contrib/107707195254918329326/reviews?hl=en,pulau kemaro
ChdDSUhNMG9nS0VJQ0FnSUNjLWEzc3pnRRAB,"Pulau Kemaro: merupakan sebuah delta kecil di Sungai Musi, terletak sekitar 6 km dari Jembatan Ampera. Pulau Kemaro terletak di daerah industri, yaitu di antara Pabrik Pupuk Sriwijaya dan Pertamina Plaju dan Sungai Gerong. Posisi Pulau Kemaro adalah agak ke timur dari pusat Kota Palembang. * * Fasilitas • Pagoda berlanai 9 • Klenteng Hok Tjing Rio Pulau kemaro memiliki luas ±79 Ha dengan ketinggian 5 m dpl, Selain memiliki pesona alam yang indah, pulau Kemaro identik dengan kota Cina dan masyarakat Tiong Hoa serta adat istiadat dan kehidupan asli masyarakat Palembang. Daya tarik wisata sejarah yang ada di pulau Kemaro berupa adanya peninggalan-peninggalan sejarah (Pagoda berlantai 9, Makam putri Sriwijaya, Klenteng Hok Tjing Rio, Kuil Buddha, pertunjukkan kesenian, dan ritual keagamaan khususnya umat Tridharma). Sejarah Pulau Kemaro sudah ada sejak Kerajaan Sriwijaya  yang erat kaitannya dengan kisah putri dari raja Kerajaan Sriwijaya dan putra raja Kerajaan Tiongkok, dari legenda itulah muncul sebuah Pulau yang dikenal dengan sebutan Pulau Kemaro. Yang mana arti dari pulau kemaro nadalah pulau yang kemarau (pulau yang tidak pernah tenggelam ketika sungai Musi sedang pasang) * * sumber : foto pribadi & wikipedia",3 years ago,2023-12-09 15:18:28,5,Skip Next,467,https://www.google.com/maps/contrib/112709939535267120166/reviews?hl=en,pulau kemaro
ChZDSUhNMG9nS0VJQ0FnSURXcWJ5MFVBEAE,Pulau kemaro salah satu rekreasi di kota palembang,a year ago,2023-12-09 15:18:34,5,Bunda Debi,297,https://www.google.com/maps/contrib/103069421071526759931/reviews?hl=en,pulau kemaro
ChZDSUhNMG9nS0VJQ0FnSUQyMVBLVGNBEAE,Salah satu objek wisata di Palembang  Kebersihan 4/5,a year ago,2023-12-09 15:18:34,4,Erwin Xǔ,231,https://www.google.com/maps/contrib/111145375211401054828/reviews?hl=en,pulau kemaro
ChZDSUhNMG9nS0VJQ0FnSUR3a3FHU1dBEAE,"Tempat sarat akan sejarah , juga menjadi objek wisata kota Palembang . Kamu dapat menaiki kapal getek dari dermaga bkb . Waktu tempuh +-20 menit . Sebaiknya jika kamu ingin pergi kesini , saran saya ajak teman / rombongan . Di sana juga terdapat penjual kelapa muda untuk kamu yang ingin melepas dahaga sesampainya di sana ... (Y)",5 years ago,2023-12-09 15:18:34,5,Tias Muhammad,22,https://www.google.com/maps/contrib/116153766404555486386/reviews?hl=en,pulau kemaro
ChRDSUhNMG9nS0VJQ0FnSURBNjdWMxAB,"Pulau Kemaro memiliki sejarah antara 7 guci, Siti Fatimah dan Tan Bun an, untuk mencapai pulau kemaro, cukup menyewa kapal speed yg berada di sisi sungai Musi didepan Benteng Kuto Besak dengan tarif 150-250 ribu rupiah tergantung tawar menawar, cukup 15 menit kita sdh bisa sampai di pulau kemaro, tidak banyak objek foto disana hanya pagoda , dan pepohonan yg rimbun,sambil menikmati suasana pulau bisa duduk santai sambil minum air kelapa degan.",5 years ago,2023-12-09 15:18:34,5,Baba Kembar,52,https://www.google.com/maps/contrib/115588949195940970571/reviews?hl=en,pulau kemaro
ChdDSUhNMG9nS0VJQ0FnSUNJLW96dXVRRRAB,"Pulau Kemaro, merupakan sebuah Delta kecil di Sungai Musi, terletak sekitar 6 km dari Jembatan Ampera. Pulau Kemaro terletak di daerah industri,yaitu di antara Pabrik Pupuk Sriwijaya dan Pertamina Plaju dan Sungai Gerong. Pulau kemaro berjarak sekitar 40 km dari kota Palembang. Pulau Kemaro adalah tempat rekreasi yg terkenal di Sungai Musi. Di tempat ini terdapat sebuah vihara cina (klenteng Hok Tjing Rio). Di Pulau Kemaro ini juga terdapat kuil Buddha yang sering dikunjungi umat Buddha untuk berdoa atau berziarah ke makam. Di sana juga sering diadakan acara Cap Go Meh setiap Tahun Baru Imlek.  Di Pulau Kemaro juga terdapat makam dari putri Palembang, Siti Fatimah. Menurut legenda setempat yang tertulis di sebuah batu di samping Klenteng Hok Tjing Rio, pada zaman dahulu, datang seorang pangeran dari Negeri Cina, bernama Tan Bun An, ia datang ke Palembang untuk berdagang. Ketika ia meminta izin ke Raja Palembang, ia bertemu dengan putri raja yang bernama Siti Fatimah. Ia langsung jatuh hati, begitu juga dengan Siti Fatimah. Merekapun menjalin kasih dan berniat untuk ke pelaminan. Tan Bun An mengajak sang Siti Fatimah ke daratan Cina untuk melihat orang tua Tan Bun Han. Setelah beberapa waktu, mereka kembali ke Palembang. Bersama mereka disertakan pula tujuh guci yang berisi emas. Sesampai di muara Sungai Musi Tan Bun han ingin melihat hadiah emas di dalam Guci-guci tersebut. Tetapi alangkah kagetnya karena yang dilihat adalah sayuran sawi-sawi asin. Tanpa berpikir panjang ia membuang guci-guci tersebut kelaut, tetapi guci terakhir terjatuh diatas dek dan pecah. Ternyata didalamnya terdapat emas. Tanpa berpikir panjag lagi ia terjun ke dalam sungai untuk mengambil emas-emas dalam guci yang sudah dibuangnya. Seorang pengawalnya juga ikut terjun untuk membantu, tetapi kedua orang itu tidak kunjung muncul. Siti Fatimah akhirnya menyusul dan terjun juga ke Sungai Musi. Untuk mengenang mereka bertiga dibangunlah sebuah kuil dan makam untuk ketiga orang tersebut[1].  Wikipedia",5 years ago,2023-12-09 15:18:34,5,Yoni Shin,190,https://www.google.com/maps/contrib/116137208291635838986/reviews?hl=en,pulau kemaro
ChdDSUhNMG9nS0VJQ0FnSUNRNE9LWXRBRRAB,"Wisata palembang yg wajib di kunjungi, seru bngt kalau kesana naik speed boat harus cobain ya, harga speed boat rp. 150 rb/ kapal jd harus pinter nawar ya",5 years ago,2023-12-09 15:18:34,5,nanda annisa,12,https://www.google.com/maps/contrib/101947691775385042105/reviews?hl=en,pulau kemaro
ChdDSUhNMG9nS0VJQ0FnSUR3M0w2THpBRRAB,"Bagus indah. Perjalanan sekitar 30 menit dr jembatan ampera menggunakan perahu. Pemandangannya cantik, legenda pulah dengan klenteng dan pagodanya",5 years ago,2023-12-09 15:18:34,5,Novianti Islahiah,237,https://www.google.com/maps/contrib/109643117022998954655/reviews?hl=en,pulau kemaro
ChZDSUhNMG9nS0VJQ0FnSURHcXNTR053EAE,Kalau temen temen yang mau main ke pulau ini karena tertarik cerita dibaliknya...bisa start dari sekitaran benteng kuto besak...naik kapal kecil..tarif silakan nego...kami ber 5 pp dpt 250k...murah sih menurut saja...dgn jarak tempuh 1 jam pp...worth it lah...keren...sisanya asyik aja,2 years ago,2023-12-09 15:18:34,5,AFS SSL,661,https://www.google.com/maps/contrib/108781372725411623308/reviews?hl=en,pulau kemaro
ChZDSUhNMG9nS0VJQ0FnSUNNei1mTEF3EAE,"This is a small island in Musi river, reachable by 5-10 minutes boat ride from the port near Ampera bridge. The highlight of the place is one quite well-maintained Buddhist temple. People still come here to pray, you could find burnt incense at some spots around the temple. This island also has a pagoda not far from the temple, you could take pretty pictures of you with it on the background. Aside from the temple and the pagoda, really there is not much you could do in the island. But it was quite refreshing, worth to try while you’re in Palembang!",3 years ago,2023-12-09 15:18:34,3,Aulia Dewantari,91,https://www.google.com/maps/contrib/111145843296870923568/reviews?hl=en,pulau kemaro
ChZDSUhNMG9nS0VJQ0FnSUNZcXEtTUlREAE,"Bisa menjadi destinasi wisata yang menarik untuk di kunjungi, gk kalah sama wisata wat po di BKK. Tempatnya luas, adem bgt walaupun siang hari karena masih banyak pohon bisa juga di coba duduk2 sambil pesen air kelapa. Jika sudah sampai jgn lupa masuk kedalam pagoda untuk naik sampai ke atas dan melihat keluar hamparan batu bara.",4 years ago,2023-12-09 15:18:34,4,Likaz 05,245,https://www.google.com/maps/contrib/117670746748877490298/reviews?hl=en,pulau kemaro
ChdDSUhNMG9nS0VJQ0FnSUNlLTlUMXJBRRAB,"It's located around 6,5 km from the city of Palembang. It can be visited using boat.",a year ago,2023-12-09 15:18:41,5,diana luspa,42,https://www.google.com/maps/contrib/100559063084380671151/reviews?hl=en,pulau kemaro
ChdDSUhNMG9nS0VJQ0FnSURZdk5xNHBnRRAB,"Lokasinya tidak terlalu jauh dr Palembang. Pengunjung bisa naik perahu kayu bermesin untuk menyeberangi sungai Musi. Tapi tidak disarankan untuk orang yang takut akan air dan gelombang karena dalam perjalanan akan ada banyak sekali kapal-kapal besar yang melewati sungai Musi tersebut dan menyebabkan gelombang air naik yang akan membuat perahu kayu penumpang terombang ambing. Namun jika sudah sampai di Pulau Kemaro, pemandangannya sungguh indah dan kita bisa menjumpai vihara indah yg berdiri di pulau tersebut.",4 years ago,2023-12-09 15:18:41,5,stefany nyoman,363,https://www.google.com/maps/contrib/103613944820618027982/reviews?hl=en,pulau kemaro
ChdDSUhNMG9nS0VJQ0FnSUN5djZyR3lRRRAB,"Salah satu tempat yg wajib dikunjungi di palembang, dengan sajian pemandangan sungai musi dan jembatan ampera👍 …",2 years ago,2023-12-09 15:18:41,4,Indah Permata Sari,22,https://www.google.com/maps/contrib/112074499313485680130/reviews?hl=en,pulau kemaro
ChZDSUhNMG9nS0VJQ0FnSUMweE1MZ0JREAE,Daya tarik Kemaro adalah Pagoda berlantai 9 yang menjulang di tengah-tengah pulau. Bangunan ini baru dibangun tahun 2006. Selain pagoda ada klenteng yang sudah dulu ada. Klenteng Hok Tjing Rio atau lebih dikenal Klenteng Kuan Im dibangun sejak tahun 1962. Di depan klenteng terdapat makam Tan Bun An (Pangeran) dan Siti Fatimah (Putri) yang berdampingan. Kisah cinta mereka berdualah yang menjadi legenda terbentuknya pulau ini.,4 years ago,2023-12-09 15:18:41,5,Bagus Dwidharma,113,https://www.google.com/maps/contrib/101921281610281430165/reviews?hl=en,pulau kemaro
ChZDSUhNMG9nS0VJQ0FnSUNvanZlZVlREAE,"Tempat ibadah warga tionghoa ini terkenal dengan nama pulau kemaro, menuju lokasi bisa dengan naik kapal kayu selama 15-20 menit melalui sungai musi. Tiket masuk gratis, ada pagoda 9 tingkat bisa naik hingga atas",4 years ago,2023-12-09 15:18:41,4,Raiyani Muharramah,114,https://www.google.com/maps/contrib/114801869780413633418/reviews?hl=en,pulau kemaro
ChZDSUhNMG9nS0VJQ0FnSURNaUpfWGRnEAE,"simbol cinta di Pulau Kemaro antara Putra Raja Negeri Cina,"" Tan Bun Ann "" dengan Putri Kerajaan Sriwijaya,"" Siti Fatimah"".",3 years ago,2023-12-09 15:18:41,5,Hakim Ameng,183,https://www.google.com/maps/contrib/105869711969380948263/reviews?hl=en,pulau kemaro
ChZDSUhNMG9nS0VJQ0FnSUNoanViRVJBEAE,"After long time not visiting during pandemic, it feel great to be back to this place again",9 months ago,2023-12-09 15:18:41,5,H K,227,https://www.google.com/maps/contrib/116729101086889935570/reviews?hl=en,pulau kemaro
ChdDSUhNMG9nS0VJQ0FnSUNvcUtuRndRRRAB,"pulau kemaro tempat y sejuk bgt, dan unik ada di tengah2 sungai musi, tempat bersejarah juga lhoo",4 years ago,2023-12-09 15:18:41,4,Nina Mirnawati Dewi,36,https://www.google.com/maps/contrib/111454480874711464141/reviews?hl=en,pulau kemaro
ChdDSUhNMG9nS0VJQ0FnSUNReE9QbnZRRRAB,"Tempat wisata alternatif jika berkunjung ke palembang, Tak afdal bertandang ke Palembang tanpa naik perahu menyusuri sungai Musi.  Pulau mistis yang menyimpan kisah asmara nan tragis dua sejoli beda etnis, antara puteri raja Palembang, Siti Fatimah, dan bangsawan Tiongha bernama Tan Bun An.  Karena peristiwa itulah di sini dikeramatkan sebuah pohon yang disebut pohon cinta. Konon, jika ada pasangan yang mengukir nama mereka di pohon, hubungan mereka akan berlanjut ke jenjang pernikahan. Maaf, jika pohon ini diskriminatif terhadap kehidupan para jomblo. Hehe...  Selain itu, daya tarik Pulau Kemaro adalah bangunan monumental, yakni Pagoda 9 lantai, vihara Cina (Klenteng Hok Tjing Rio) dan tempat ibadah Budha Tri Dharma.  Inilah Kemaro.  Seonggok pulau yang melukiskan warna mesra tentang harmoni dua budaya, Melayu dan Tiongha.",6 years ago,2023-12-09 15:18:41,5,Faisal Ahmad,657,https://www.google.com/maps/contrib/112827460201625946295/reviews?hl=en,pulau kemaro
ChdDSUhNMG9nS0VJQ0FnSURtdjR1eTFRRRAB,"Ternyata setelah sampai tidak ada apa apa, hanya pagoda saja, tempat seperti tidak terawat",a year ago,2023-12-09 15:18:41,4,Galang Putra,190,https://www.google.com/maps/contrib/110464679661345888785/reviews?hl=en,pulau kemaro
ChdDSUhNMG9nS0VJQ0FnSUR3d2F1WTJnRRAB,"tempatnya bagus dan banyak acara disana, lokasinya cocok untuk fotografi, sayang bgt kesananya harus naik perahu jadi yang takut naik perahu ga kesana",5 years ago,2023-12-09 15:18:47,5,nabilla nurganda,21,https://www.google.com/maps/contrib/111594397055037382665/reviews?hl=en,pulau kemaro
ChdDSUhNMG9nS0VJQ0FnSUNodExLOTBRRRAB,Kemaren baru kesini kebetulan lagi acara IMLEK gong Xi fat cai... Rame bener ...,10 months ago,2023-12-09 15:18:47,5,Anisa cha11,21,https://www.google.com/maps/contrib/102798811128403938548/reviews?hl=en,pulau kemaro
ChZDSUhNMG9nS0VJQ0FnSURxNG9DVktnEAE,Destinasi wisata yang wajib dikunjungi waktu anda berliburan ke kota palembang jangan lupa mampir disini. Ini wisata rame pas hari besar chinesse yaitu cap go me.dimana disini mata kita diremajakan dengan view yang sangat menarik.jadi sangat-sangat menarik.jangan lupa untuk membeli produk sovenir disini untuk membantu para ukm disana.,2 years ago,2023-12-09 15:18:47,5,Martin Lo,263,https://www.google.com/maps/contrib/114202887568029374068/reviews?hl=en,pulau kemaro
ChdDSUhNMG9nS0VJQ0FnSUNzNFpEWG9nRRAB,"Salah satu Tempat wisata rohani, tempat bersejarah bukti toleransi keberagaman di kora palembang itu sangat indah sejak dulu.",3 years ago,2023-12-09 15:18:47,5,Fani Atmawijaya,140,https://www.google.com/maps/contrib/110786082089953721090/reviews?hl=en,pulau kemaro
ChZDSUhNMG9nS0VJQ0FnSURZdEw3U1VBEAE,"Ga ke thailand ya ke palembang aja, mirip miriplah. Pagoda pulau kemaro menjadi salah satu destinasi wisata di palembang.  Untuk mencapainya mesti menyeberang sungai musi, dengan kapal yang tidak terlalu besar. Karena kemaro merupakan sebuah pulau, viewnya cukup bagus, pepohonanya rimbun jadi teduh rasanya.  Kontrasnya warna klentheng yang merah kuning, dengan lingkungan sekitar yang hijau rimbun, membuat pemandangan menjadi indah.",4 years ago,2023-12-09 15:18:47,5,Kukuh Hadiyanti,362,https://www.google.com/maps/contrib/105154812405729472938/reviews?hl=en,pulau kemaro
ChdDSUhNMG9nS0VJQ0FnSUNvbnVlRTJnRRAB,Event besar tahunan. tapi sangat di sayangkan ga di sediakan mushollah atau tempat untuk sholat saja. Alhasil sholat di pinggir toilet. Coba pemerintah kota tolong di fasilitasi. Pulau Kemaro adalah salah satu icon wisata kota Palembang. Sebagian pengunjungnya adalah muslim.,4 years ago,2023-12-09 15:18:47,3,indra juliansyah r,131,https://www.google.com/maps/contrib/114369460003998724899/reviews?hl=en,pulau kemaro
ChZDSUhNMG9nS0VJQ0FnSURncDV1VEtBEAE,The unique island in Musi river called Pulau Kemaro. You can charter a small boat or a speed boat to this island from Kuto Besak. I love this island.. so beautiful,5 years ago,2023-12-09 15:18:47,5,Wibisana Puji,67,https://www.google.com/maps/contrib/101752117538270406183/reviews?hl=en,pulau kemaro
ChdDSUhNMG9nS0VJQ0FnSURrdGMtaXlBRRAB,Keren banget pagodanya. Akses kesini bisa sewa kapal tapi seringnya sih dimahalin sama penyewa. Tapi worth it lah.,4 years ago,2023-12-09 15:18:47,5,Louis Valdo,87,https://www.google.com/maps/contrib/110346748446349464133/reviews?hl=en,pulau kemaro
ChZDSUhNMG9nS0VJQ0FnSUNRcHNiVE1nEAE,"kalo naik ketek kemaren 150 untuk 6 orang PP,  makanannya standar lah ( tempat ibadah )",5 years ago,2023-12-09 15:18:47,3,Orenjii,165,https://www.google.com/maps/contrib/115050207781646368396/reviews?hl=en,pulau kemaro
ChdDSUhNMG9nS0VJQ0FnSURPc1llcDF3RRAB,Healing bareng temen-temen kuy ke pulau Kemaro saja ya guys yak apalagi kalo sama doi hihi cocok banget😎 …,a year ago,2023-12-09 15:18:47,4,ABDUR ROUF,31,https://www.google.com/maps/contrib/107690760575183622367/reviews?hl=en,pulau kemaro
ChdDSUhNMG9nS0VJQ0FnSURZcFktSDR3RRAB,Suka ke tempat ini....berasa lagi diluar negeri gitu. Sayang ga banyak orang jualan disana,4 years ago,2023-12-09 15:18:54,5,Anita Setyawati,182,https://www.google.com/maps/contrib/103187453512629694549/reviews?hl=en,pulau kemaro
ChZDSUhNMG9nS0VJQ0FnSURnM3BhR0xBEAE,Wisata favorit punya nya palembang. Wajib ke sini nih karena banyak sejarah nya dan bisa liat pagoda dan juga berada ditengah sungai musi,6 years ago,2023-12-09 15:18:54,4,Lia Monica,59,https://www.google.com/maps/contrib/109187734989280605964/reviews?hl=en,pulau kemaro
ChZDSUhNMG9nS0VJQ0FnSUNBdzUzQkt3EAE,"Salah satu tempat wisata yang seru untuk di datangin,kesini kemarin naik ketek jadi lebih menegangkan saat ada ombak,saat sampai di sini tempatnya bagus dan nyaman apa lagi banyak pohon besar-besar membuat sejuk dan tidak terlalu panas,tapi disini ada hari-harinya saat ramai karena saat ke sana sepi tidak terlalu banyak orang",5 years ago,2023-12-09 15:18:54,5,arman oktavianus,67,https://www.google.com/maps/contrib/114243075945872183794/reviews?hl=en,pulau kemaro
ChdDSUhNMG9nS0VJQ0FnSURGNTZIbWd3RRAB,"Destinasi wisata, tentang sejarah...",4 weeks ago,2023-12-09 15:18:54,4,Fredy Siswanto,5,https://www.google.com/maps/contrib/100141558109422619134/reviews?hl=en,pulau kemaro
ChZDSUhNMG9nS0VJQ0FnSUNRekpQUkh3EAE,Ada pulau ditengah sungai Dipulau tersebut ada pagoda Banyak orang cina juga yg singah bermain atau beribadah di pulau kemaro ini,5 years ago,2023-12-09 15:18:54,5,ArtoSeto Karya Media,149,https://www.google.com/maps/contrib/116773408530839850821/reviews?hl=en,pulau kemaro
ChdDSUhNMG9nS0VJQ0FnSUQ0MnEtVzhRRRAB,Bagi yg Islam jgn lupa kirim Alfateha Dipadiakan  untuk Putri siti Patimah Yg makam nya tepat di bawah gerbang utama /satu lagi untuk Hulubalang dilokasi pohon cinta jgn lupaya,4 years ago,2023-12-09 15:18:54,5,Nazory Yusuf Yusuf,20,https://www.google.com/maps/contrib/113254981126434209381/reviews?hl=en,pulau kemaro
ChZDSUhNMG9nS0VJQ0FnSUNJemMtTVd3EAE,"I really like to take a picture here the environment so quiet and quite clean, love the red dragon Pagoda, there's also a legend in the island thousand years ago.",5 years ago,2023-12-09 15:18:54,4,Anggie Wiriamihardja,26,https://www.google.com/maps/contrib/105407264240525639804/reviews?hl=en,pulau kemaro
ChZDSUhNMG9nS0VJQ0FnSURSdTZEQWFnEAE,Kuil dan pagoda... Panas... Akses harus pakai perahu.. Ikonik dan bersejarah,7 months ago,2023-12-09 15:18:54,4,Jujuh Sopian,97,https://www.google.com/maps/contrib/117423816212392714830/reviews?hl=en,pulau kemaro
ChZDSUhNMG9nS0VJQ0FnSURocVk2OGZBEAE,Salah satu tempat wisata sejarah yang wajib dikunjungi di Palembang selain Jembatan Ampera dan Beteng Kuto Besa,8 months ago,2023-12-09 15:18:54,5,TheFeb's,21,https://www.google.com/maps/contrib/104245412748315629434/reviews?hl=en,pulau kemaro
ChdDSUhNMG9nS0VJQ0FnSUQtNmFXLW9nRRAB,It was closed because of pandemic. (june 2021),a year ago,2023-12-09 15:18:54,5,Jony Rahardja,157,https://www.google.com/maps/contrib/104836895655208249376/reviews?hl=en,pulau kemaro
